Rechnung_ID,Produktart,Produkthersteller,Kaufdatum,Anzahl,Preis,Kunden_ID,Alter,Geschlecht,Wohnort,Kanalpräferenz,Rabattnutzung
R57260002,Drucker,Philips,2016-09-29,1,75.19,5726,21,Weiblich,Herzberg am Harz,Online_App,Ja
R57270001,USB-Stick,Philips,2016-06-04,1,14.89,5727,38,Weiblich,Laatzen,Store,Ja
R57270000,USB-Stick,Samsung,2016-09-04,1,14.49,5727,38,Weiblich,Laatzen,Online_Desktop,Ja
R57270000,In-Ear Kopfhörer,Apple,2016-09-04,1,106.19,5727,38,Weiblich,Laatzen,Online_Desktop,Nein
R57270000,Kabel,,2016-09-04,1,21.45,5727,38,Weiblich,Laatzen,Online_Desktop,Ja
R57280000,Spielkonsole,Nintendo,2016-08-26,1,474.0,5728,56,Männlich,Nienburg,Online_Desktop,Ja
R57280000,Gaming-Laptop,Asus,2016-08-26,1,1043.0,5728,56,Männlich,Nienburg,Online_Desktop,Nein
R57280001,Kühlschrank,Bosch,2016-07-13,1,290.59,5728,56,Männlich,Nienburg,Online_Desktop,Nein
R57280000,In-Ear Kopfhörer,JBL,2016-08-26,1,159.09,5728,56,Männlich,Nienburg,Online_Desktop,Nein
R57290000,Batterien,Panasonic,2016-04-08,1,25.99,5729,15,Männlich,Moringen,Online_Desktop,Ja
R57290000,Kabel,,2016-04-08,1,98.33,5729,15,Männlich,Moringen,Online_Desktop,Ja
R57290000,WLAN-Router,TP-Link,2016-04-08,1,388.59,5729,15,Männlich,Moringen,Online_Desktop,Ja
R57300000,Smart-TV,Grundig,2016-06-17,1,2727.0,5730,53,Männlich,Soltau,Store,Nein
R57300000,Rasierer,Grundig,2016-06-17,1,67.09,5730,53,Männlich,Soltau,Store,Nein
R57300000,Convertible Laptop,Acer,2016-06-17,1,1013.0,5730,53,Männlich,Soltau,Store,Ja
R57300000,Spielkonsole,Sony,2016-06-17,1,536.0,5730,53,Männlich,Soltau,Store,Nein
R57310001,Tablet,Apple,2016-03-11,1,558.0,5731,34,Weiblich,Hardegsen,Store,Ja
R57310000,Drucker,Brother,2016-07-19,1,176.76,5731,34,Weiblich,Hardegsen,Online_App,Nein
R57310002,Digitalkamera,Canon,2016-08-07,1,175.19,5731,34,Weiblich,Hardegsen,Store,Nein
R57320002,Bügeleisen,Tefal,2016-11-17,1,172.83,5732,23,Männlich,Stadthagen,Online_App,Ja
R57320000,Kaffeemaschine,Melitta,2016-04-21,1,126.29,5732,23,Männlich,Stadthagen,Online_App,Nein
R57320001,Tablet,Lenovo,2016-12-07,1,526.0,5732,23,Männlich,Stadthagen,Online_App,Ja
R57320000,Tablet,Samsung,2016-04-21,1,435.49,5732,23,Männlich,Stadthagen,Online_App,Nein
R57320001,In-Ear Kopfhörer,LG,2016-12-07,1,52.89,5732,23,Männlich,Stadthagen,Online_App,Nein
R57320000,Tablet,Apple,2016-04-21,2,221.0,5732,23,Männlich,Stadthagen,Online_App,Nein
R57320002,Bügeleisen,Philips,2016-11-17,1,287.95,5732,23,Männlich,Stadthagen,Online_App,Nein
R57330000,Elektrische Zahnbürste,Philips,2016-08-14,1,68.39,5733,35,Männlich,Bockenem,Online_App,Nein
R57330000,Waschmaschine,Exquisit,2016-08-14,1,1145.79,5733,35,Männlich,Bockenem,Online_App,Ja
R57340000,Spiegelreflexkamera,Nikon,2016-10-30,1,1714.09,5734,23,Weiblich,Celle,Online_App,Ja
R57340000,Tablet,HP,2016-10-30,1,440.0,5734,23,Weiblich,Celle,Online_App,Nein
R57340000,Film-DVD,,2016-10-30,2,26.99,5734,23,Weiblich,Celle,Online_App,Ja
R57340000,In-Ear Kopfhörer,Huawei,2016-10-30,1,139.59,5734,23,Weiblich,Celle,Online_App,Nein
R57340000,Tablet,Lenovo,2016-10-30,1,489.0,5734,23,Weiblich,Celle,Online_App,Ja
R57340000,Mikrowelle,Bosch,2016-10-30,1,524.09,5734,23,Weiblich,Celle,Online_App,Nein
R57340000,WLAN-Router,AVM,2016-10-30,1,448.29,5734,23,Weiblich,Celle,Online_App,Nein
R57340000,Toaster,Krups,2016-10-30,1,44.39,5734,23,Weiblich,Celle,Online_App,Ja
R57350000,Spielkonsole,Nintendo,2016-01-24,1,440.99,5735,14,Männlich,Alfeld,Store,Ja
R57350000,WLAN-Router,AVM,2016-01-24,1,272.29,5735,14,Männlich,Alfeld,Store,Nein
R57360001,Spielkonsole,Nintendo,2016-05-27,1,447.99,5736,35,Männlich,Laatzen,Online_App,Ja
R57360001,Bügeleisen,Tefal,2016-05-27,1,442.61,5736,35,Männlich,Laatzen,Online_App,Ja
R57360001,Tablet,Lenovo,2016-05-27,1,389.49,5736,35,Männlich,Laatzen,Online_App,Nein
R57360001,Mikrowelle,Panasonic,2016-05-27,1,256.99,5736,35,Männlich,Laatzen,Online_App,Nein
R57360001,Drucker,Canon,2016-05-27,1,97.48,5736,35,Männlich,Laatzen,Online_App,Nein
R57360000,Kaffeemaschine,Braun,2016-06-02,1,76.39,5736,35,Männlich,Laatzen,Online_Desktop,Nein
R57360000,Massagegerät,Lacamax,2016-06-02,1,969.89,5736,35,Männlich,Laatzen,Online_Desktop,Ja
R57360000,Tablet,Lenovo,2016-06-02,1,416.19,5736,35,Männlich,Laatzen,Online_Desktop,Nein
R57370000,Spielkonsole,Sony,2016-09-14,1,484.99,5737,20,Männlich,Lengede,Online_Desktop,Ja
R57370000,Gaming-Laptop,Samsung,2016-09-14,1,1530.0,5737,20,Männlich,Lengede,Online_Desktop,Ja
R57370000,Haarföhn,Grundig,2016-09-14,1,203.89,5737,20,Männlich,Lengede,Online_Desktop,Nein
R57370000,Massagegerät,Beurer,2016-09-14,1,1986.09,5737,20,Männlich,Lengede,Online_Desktop,Nein
R57370000,Wasserkocher,Braun,2016-09-14,1,47.69,5737,20,Männlich,Lengede,Online_Desktop,Ja
R57380000,Digitalkamera,Sony,2016-04-29,1,126.09,5738,22,Weiblich,Seesen,Online_App,Ja
R57380000,Spielkonsole,Microsoft,2016-04-29,1,457.0,5738,22,Weiblich,Seesen,Online_App,Nein
R57380000,Staubsauger,Bosch,2016-04-29,1,148.09,5738,22,Weiblich,Seesen,Online_App,Nein
R57380000,Haarföhn,Philips,2016-04-29,1,156.79,5738,22,Weiblich,Seesen,Online_App,Ja
R57380000,Gaming-Laptop,Asus,2016-04-29,1,817.39,5738,22,Weiblich,Seesen,Online_App,Nein
R57380000,Spiegelreflexkamera,Sony,2016-04-29,1,573.39,5738,22,Weiblich,Seesen,Online_App,Nein
R57380000,Wasserkocher,Braun,2016-04-29,1,46.29,5738,22,Weiblich,Seesen,Online_App,Ja
R57380000,Spielkonsole,Sony,2016-04-29,1,492.0,5738,22,Weiblich,Seesen,Online_App,Ja
R57390000,Digitalkamera,Nikon,2016-03-25,2,101.29,5739,60,Weiblich,Bad Lauterberg,Store,Nein
R57390001,Spiegelreflexkamera,Panasonic,2016-11-14,1,551.89,5739,60,Weiblich,Bad Lauterberg,Online_Desktop,Ja
R57390000,Bluetooth Lautsprecher,JBL,2016-03-25,1,367.19,5739,60,Weiblich,Bad Lauterberg,Store,Ja
R57390001,PC-Spiel,EA,2016-11-14,1,24.79,5739,60,Weiblich,Bad Lauterberg,Online_Desktop,Nein
R57390001,Smartphone,Huawei,2016-11-14,1,744.89,5739,60,Weiblich,Bad Lauterberg,Online_Desktop,Ja
R57410001,Kaffeevollautomat,DeLonghi,2016-04-02,1,1246.0,5741,28,Männlich,Lengede,Online_Desktop,Ja
R57410000,WLAN-Router,TP-Link,2016-03-21,1,257.0,5741,28,Männlich,Lengede,Online_App,Ja
R57410000,Bluetooth Lautsprecher,Sony,2016-03-21,1,251.49,5741,28,Männlich,Lengede,Online_App,Ja
R57410001,WLAN-Router,TP-Link,2016-04-02,1,313.19,5741,28,Männlich,Lengede,Online_Desktop,Nein
R57410001,Gaming-Laptop,Samsung,2016-04-02,1,1656.0,5741,28,Männlich,Lengede,Online_Desktop,Nein
R57410001,Kühlschrank,Grundig,2016-04-02,1,325.19,5741,28,Männlich,Lengede,Online_Desktop,Ja
R57420000,Bügeleisen,Philips,2016-10-11,1,599.74,5742,25,Weiblich,Bockenem,Store,Ja
R57420001,Gaming-Laptop,Lenovo,2016-05-29,1,1383.0,5742,25,Weiblich,Bockenem,Online_App,Nein
R57420000,Convertible Laptop,Apple,2016-10-11,1,938.0,5742,25,Weiblich,Bockenem,Store,Nein
R57420000,Rasierer,Philips,2016-10-11,1,163.89,5742,25,Weiblich,Bockenem,Store,Nein
R57430000,PC-Spiel,Konami,2016-01-30,1,32.49,5743,56,Männlich,Lehrte,Online_App,Nein
R57440000,In-Ear Kopfhörer,JBL,2016-04-27,1,127.79,5744,39,Männlich,Eldingen,Online_App,Ja
R57440000,Smart-TV,Sony,2016-04-27,2,1664.99,5744,39,Männlich,Eldingen,Online_App,Nein
R57440000,Bluetooth Lautsprecher,Sony,2016-04-27,1,301.39,5744,39,Männlich,Eldingen,Online_App,Nein
R57440000,USB-Stick,Sandisk,2016-04-27,1,9.89,5744,39,Männlich,Eldingen,Online_App,Nein
R57440000,USB-Stick,Philips,2016-04-27,1,14.09,5744,39,Männlich,Eldingen,Online_App,Ja
R57440000,Mikrowelle,Samsung,2016-04-27,1,304.99,5744,39,Männlich,Eldingen,Online_App,Ja
R57450000,Smartphone,Sony,2016-06-07,1,767.89,5745,29,Männlich,Lengede,Online_Desktop,Nein
R57450000,Kabel,,2016-06-07,1,64.67,5745,29,Männlich,Lengede,Online_Desktop,Ja
R57450001,Kaffeemaschine,Bosch,2016-06-05,1,356.19,5745,29,Männlich,Lengede,Online_App,Nein
R57450000,Bluetooth Kopfhörer,Apple,2016-06-07,1,456.99,5745,29,Männlich,Lengede,Online_Desktop,Nein
R57450000,Drucker,HP,2016-06-07,1,101.06,5745,29,Männlich,Lengede,Online_Desktop,Ja
R57460000,Staubsauger,Samsung,2016-08-03,1,191.89,5746,27,Männlich,Seesen,Online_Desktop,Ja
R57460000,Spiegelreflexkamera,Sony,2016-08-03,2,800.99,5746,27,Männlich,Seesen,Online_Desktop,Nein
R57460000,Elektrische Zahnbürste,Oral-B,2016-08-03,1,56.89,5746,27,Männlich,Seesen,Online_Desktop,Ja
R57460000,Staubsauger,Siemens,2016-08-03,1,363.09,5746,27,Männlich,Seesen,Online_Desktop,Nein
R57470001,Staubsauger,Siemens,2016-01-29,1,241.09,5747,16,Männlich,Wedemark,Online_App,Ja
R57470000,Spiegelreflexkamera,Nikon,2016-06-28,1,987.89,5747,16,Männlich,Wedemark,Online_Desktop,Nein
R57470000,Elektrische Zahnbürste,Oral-B,2016-06-28,1,116.69,5747,16,Männlich,Wedemark,Online_Desktop,Nein
R57470001,Spiegelreflexkamera,Panasonic,2016-01-29,1,2099.59,5747,16,Männlich,Wedemark,Online_App,Nein
R57470000,USB-Stick,Philips,2016-06-28,2,14.29,5747,16,Männlich,Wedemark,Online_Desktop,Nein
R57470000,Digitalkamera,Panasonic,2016-06-28,1,841.59,5747,16,Männlich,Wedemark,Online_Desktop,Ja
R57510000,Digitalkamera,Fujifilm,2016-06-30,1,166.59,5751,20,Weiblich,Bissendorf,Store,Ja
R57520001,Spielkonsole,Sony,2016-03-25,1,607.0,5752,33,Männlich,Neustadt am Rübenberge,Online_Desktop,Nein
R57520000,Smart-TV,Panasonic,2016-09-23,1,2158.0,5752,33,Männlich,Neustadt am Rübenberge,Online_App,Nein
R57520000,Heimkino System,LG,2016-09-23,1,1418.59,5752,33,Männlich,Neustadt am Rübenberge,Online_App,Nein
R57520000,Staubsauger,Siemens,2016-09-23,1,268.89,5752,33,Männlich,Neustadt am Rübenberge,Online_App,Nein
R57520001,Staubsauger,Grundig,2016-03-25,1,146.09,5752,33,Männlich,Neustadt am Rübenberge,Online_Desktop,Ja
R57520001,Heimkino System,Sony,2016-03-25,1,658.0,5752,33,Männlich,Neustadt am Rübenberge,Online_Desktop,Ja
R57540000,Staubsauger,Philips,2016-01-02,1,217.79,5754,60,Weiblich,Salzgitter,Online_App,Ja
R57540000,Heimkino System,Sony,2016-01-02,1,815.0,5754,60,Weiblich,Salzgitter,Online_App,Ja
R57540000,Bügeleisen,Tefal,2016-01-02,1,76.12,5754,60,Weiblich,Salzgitter,Online_App,Nein
R57550003,Mikrowelle,Sharp,2016-09-06,2,618.99,5755,47,Männlich,Steinhude,Online_App,Nein
R57550002,Smartphone,Huawei,2016-05-23,1,1377.19,5755,47,Männlich,Steinhude,Online_App,Nein
R57550001,Kühlschrank,Grundig,2016-01-02,1,659.49,5755,47,Männlich,Steinhude,Online_Desktop,Nein
R57550000,Tablet,Asus,2016-08-13,2,493.49,5755,47,Männlich,Steinhude,Online_Desktop,Nein
R57550002,Batterien,Varta,2016-05-23,1,12.99,5755,47,Männlich,Steinhude,Online_App,Nein
R57560000,Bluetooth Lautsprecher,Sony,2016-08-11,1,169.49,5756,68,Männlich,Woltershausen,Online_App,Nein
R57560002,Convertible Laptop,Samsung,2016-12-23,1,1303.0,5756,68,Männlich,Woltershausen,Online_Desktop,Nein
R57560002,Film-DVD,,2016-12-23,1,43.0,5756,68,Männlich,Woltershausen,Online_Desktop,Nein
R57560001,Tablet,Asus,2016-09-25,1,683.49,5756,68,Männlich,Woltershausen,Online_App,Ja
R57580000,Kaffeemaschine,Philips,2016-05-12,1,258.09,5758,30,Männlich,Hardegsen,Store,Ja
R57580000,Smartphone,Apple,2016-05-12,1,349.19,5758,30,Männlich,Hardegsen,Store,Ja
R57580000,Spielkonsole,Nintendo,2016-05-12,1,536.0,5758,30,Männlich,Hardegsen,Store,Ja
R57590000,Bügeleisen,Philips,2016-02-23,1,748.28,5759,62,Weiblich,Bad Lauterberg,Store,Ja
R57590000,Gaming-Laptop,Asus,2016-02-23,1,1662.0,5759,62,Weiblich,Bad Lauterberg,Store,Ja
R57590000,Heimkino System,Samsung,2016-02-23,1,2027.29,5759,62,Weiblich,Bad Lauterberg,Store,Nein
R57600001,Convertible Laptop,Samsung,2016-01-02,1,717.19,5760,67,Männlich,Hoya,Online_App,Ja
R57600000,Digitalkamera,Sony,2016-08-30,1,100.19,5760,67,Männlich,Hoya,Online_Desktop,Nein
R57600000,WLAN-Router,AVM,2016-08-30,1,288.49,5760,67,Männlich,Hoya,Online_Desktop,Ja
R57600000,PC-Spiel,Microsoft,2016-08-30,1,27.19,5760,67,Männlich,Hoya,Online_Desktop,Nein
R57610000,Bügeleisen,Philips,2016-08-01,1,232.09,5761,67,Männlich,Hoya,Online_Desktop,Ja
R57610002,Gaming-Laptop,Acer,2016-01-01,1,1286.29,5761,67,Männlich,Hoya,Store,Nein
R57610001,USB-Stick,Sandisk,2016-02-14,2,8.29,5761,67,Männlich,Hoya,Online_App,Nein
R57610002,Mikrowelle,Siemens,2016-01-01,1,451.69,5761,67,Männlich,Hoya,Store,Ja
R57610001,Bluetooth Lautsprecher,Sony,2016-02-14,1,295.99,5761,67,Männlich,Hoya,Online_App,Ja
R57610003,Kaffeevollautomat,Philips,2016-08-18,1,1727.79,5761,67,Männlich,Hoya,Online_App,Nein
R57620000,Bluetooth Kopfhörer,Apple,2016-10-09,2,214.89,5762,38,Männlich,Radolfshausen,Store,Ja
R57620000,In-Ear Kopfhörer,LG,2016-10-09,1,51.19,5762,38,Männlich,Radolfshausen,Store,Nein
R57620000,Film-DVD,,2016-10-09,1,18.79,5762,38,Männlich,Radolfshausen,Store,Nein
R57630000,Batterien,Duracel,2016-09-29,1,9.99,5763,40,Männlich,Sehnde,Online_App,Nein
R57630001,Heimkino System,JBL,2016-08-04,1,1369.0,5763,40,Männlich,Sehnde,Store,Nein
R57630001,WLAN-Router,AVM,2016-08-04,1,492.0,5763,40,Männlich,Sehnde,Store,Ja
R57630000,Kaffeemaschine,Bosch,2016-09-29,1,270.59,5763,40,Männlich,Sehnde,Online_App,Nein
R57630001,Mikrowelle,LG,2016-08-04,1,477.69,5763,40,Männlich,Sehnde,Store,Ja
R57640001,Gaming-Laptop,HP,2016-09-22,1,1753.0,5764,48,Weiblich,Ebergötzen,Store,Nein
R57640003,Haarföhn,Panasonic,2016-08-10,1,246.89,5764,48,Weiblich,Ebergötzen,Store,Nein
R57640000,Waschmaschine,Exquisit,2016-08-19,1,862.0,5764,48,Weiblich,Ebergötzen,Store,Nein
R57640002,Wasserkocher,Philips,2016-02-14,1,51.19,5764,48,Weiblich,Ebergötzen,Online_App,Nein
R57650001,Spielkonsole,Microsoft,2016-12-15,1,486.99,5765,31,Weiblich,Langenhagen,Online_App,Ja
R57650002,Convertible Laptop,Lenovo,2016-04-25,1,816.0,5765,31,Weiblich,Langenhagen,Online_Desktop,Ja
R57650002,USB-Stick,Sandisk,2016-04-25,1,10.29,5765,31,Weiblich,Langenhagen,Online_Desktop,Ja
R57650000,PC-Spiel,Ubisoft,2016-07-29,1,35.49,5765,31,Weiblich,Langenhagen,Online_Desktop,Nein
R57650000,Tablet,Acer,2016-07-29,1,454.59,5765,31,Weiblich,Langenhagen,Online_Desktop,Nein
R57650000,Drucker,HP,2016-07-29,2,224.69,5765,31,Weiblich,Langenhagen,Online_Desktop,Ja
R57650002,Staubsauger,Grundig,2016-04-25,1,413.99,5765,31,Weiblich,Langenhagen,Online_Desktop,Nein
R57660000,Digitalkamera,Canon,2016-08-20,1,700.39,5766,24,Männlich,Adenbüttel,Online_Desktop,Nein
R57660000,Heimkino System,Samsung,2016-08-20,1,256.29,5766,24,Männlich,Adenbüttel,Online_Desktop,Nein
R57660000,Haarföhn,Panasonic,2016-08-20,1,90.69,5766,24,Männlich,Adenbüttel,Online_Desktop,Ja
R57670001,Wasserkocher,Bosch,2016-11-18,1,73.49,5767,63,Männlich,Laatzen,Online_App,Nein
R57670000,Convertible Laptop,Samsung,2016-08-28,1,1375.0,5767,63,Männlich,Laatzen,Online_App,Ja
R57670000,Haarföhn,Dyson,2016-08-28,1,183.89,5767,63,Männlich,Laatzen,Online_App,Nein
R57670001,Mikrowelle,Exquisit,2016-11-18,1,437.59,5767,63,Männlich,Laatzen,Online_App,Nein
R57670001,Waschmaschine,Sharp,2016-11-18,1,960.0,5767,63,Männlich,Laatzen,Online_App,Ja
R57670000,Smartphone,Apple,2016-08-28,1,1629.99,5767,63,Männlich,Laatzen,Online_App,Ja
R57680000,Bluetooth Kopfhörer,JBL,2016-02-07,2,415.99,5768,21,Männlich,Sehnde,Online_Desktop,Ja
R57680001,Digitalkamera,Fujifilm,2016-12-13,1,1135.89,5768,21,Männlich,Sehnde,Online_App,Ja
R57680000,Tablet,HP,2016-02-07,1,285.0,5768,21,Männlich,Sehnde,Online_Desktop,Nein
R57680000,Convertible Laptop,LG,2016-02-07,1,1105.0,5768,21,Männlich,Sehnde,Online_Desktop,Ja
R57680000,Digitalkamera,Sony,2016-02-07,1,384.69,5768,21,Männlich,Sehnde,Online_Desktop,Ja
R57680000,Smart-TV,Panasonic,2016-02-07,1,1132.0,5768,21,Männlich,Sehnde,Online_Desktop,Nein
R57690000,Convertible Laptop,LG,2016-05-06,1,1222.0,5769,54,Männlich,Woltershausen,Online_Desktop,Ja
R57690000,Massagegerät,Lacamax,2016-05-06,1,1171.79,5769,54,Männlich,Woltershausen,Online_Desktop,Ja
R57700000,USB-Stick,Samsung,2016-04-10,1,13.49,5770,34,Männlich,Barsinghausen,Online_Desktop,Nein
R57700000,Rasierer,Panasonic,2016-04-10,1,212.99,5770,34,Männlich,Barsinghausen,Online_Desktop,Nein
R57700000,Smart-TV,Philips,2016-04-10,1,1838.59,5770,34,Männlich,Barsinghausen,Online_Desktop,Nein
R57700000,Rasierer,Grundig,2016-04-10,2,487.69,5770,34,Männlich,Barsinghausen,Online_Desktop,Ja
R57700000,Tablet,Apple,2016-04-10,1,465.0,5770,34,Männlich,Barsinghausen,Online_Desktop,Ja
R57700000,WLAN-Router,TP-Link,2016-04-10,2,356.0,5770,34,Männlich,Barsinghausen,Online_Desktop,Ja
R57700000,Batterien,Grundig,2016-04-10,1,8.99,5770,34,Männlich,Barsinghausen,Online_Desktop,Nein
R57700000,Toaster,Philips,2016-04-10,1,73.89,5770,34,Männlich,Barsinghausen,Online_Desktop,Nein
R57710000,Staubsauger,Grundig,2016-05-29,2,293.79,5771,21,Männlich,Wennigsen,Online_App,Ja
R57710001,Smartphone,Xiaomi,2016-01-07,1,1737.19,5771,21,Männlich,Wennigsen,Online_App,Nein
R57720000,Spielkonsole,Sony,2016-03-04,1,649.99,5772,58,Weiblich,Stadthagen,Store,Ja
R57720000,Massagegerät,Lacamax,2016-03-04,1,1481.49,5772,58,Weiblich,Stadthagen,Store,Nein
R57720000,Digitalkamera,Canon,2016-03-04,1,709.99,5772,58,Weiblich,Stadthagen,Store,Nein
R57720000,Mikrowelle,Bosch,2016-03-04,1,194.49,5772,58,Weiblich,Stadthagen,Store,Nein
R57720000,Business-Laptop,HP,2016-03-04,1,1311.0,5772,58,Weiblich,Stadthagen,Store,Ja
R57720000,Tablet,Asus,2016-03-04,1,467.99,5772,58,Weiblich,Stadthagen,Store,Nein
R57720000,Mikrowelle,Bosch,2016-03-04,1,648.89,5772,58,Weiblich,Stadthagen,Store,Ja
R57720000,Kühlschrank,Sharp,2016-03-04,1,310.19,5772,58,Weiblich,Stadthagen,Store,Nein
R57730002,Wasserkocher,Philips,2016-07-19,1,65.59,5773,67,Männlich,Seulingen,Store,Nein
R57730001,Staubsauger,Siemens,2016-11-02,1,155.59,5773,67,Männlich,Seulingen,Online_Desktop,Nein
R57730000,Bluetooth Kopfhörer,Apple,2016-09-30,1,277.09,5773,67,Männlich,Seulingen,Store,Ja
R57730001,Mikrowelle,Sharp,2016-11-02,2,636.09,5773,67,Männlich,Seulingen,Online_Desktop,Nein
R57740001,Gaming-Laptop,Lenovo,2016-03-22,1,1210.0,5774,23,Männlich,Bad Sachsa,Online_Desktop,Nein
R57740000,Massagegerät,Beurer,2016-07-11,1,2392.99,5774,23,Männlich,Bad Sachsa,Online_App,Nein
R57740000,Elektrische Zahnbürste,Philips,2016-07-11,1,45.59,5774,23,Männlich,Bad Sachsa,Online_App,Ja
R57760000,Bügeleisen,Braun,2016-09-01,1,483.74,5776,51,Männlich,Pattensen,Store,Nein
R57760000,Business-Laptop,Dell,2016-09-01,1,1354.0,5776,51,Männlich,Pattensen,Store,Nein
R57790000,Wasserkocher,Bosch,2016-07-02,1,48.79,5779,24,Männlich,Eldingen,Store,Nein
R57790000,Gaming-Laptop,HP,2016-07-02,1,1514.0,5779,24,Männlich,Eldingen,Store,Nein
R57790001,Bluetooth Lautsprecher,Sony,2016-09-06,1,373.69,5779,24,Männlich,Eldingen,Online_App,Nein
R57790001,Haarföhn,Panasonic,2016-09-06,1,87.79,5779,24,Männlich,Eldingen,Online_App,Nein
R57800000,Mikrowelle,Samsung,2016-03-31,2,478.99,5780,43,Weiblich,Wunstorf,Online_Desktop,Nein
R57810001,Haarföhn,Panasonic,2016-10-28,1,65.99,5781,44,Weiblich,Braunschweig,Store,Nein
R57810001,Rasierer,Panasonic,2016-10-28,1,59.09,5781,44,Weiblich,Braunschweig,Store,Ja
R57810001,Spielkonsole,Nintendo,2016-10-28,1,443.0,5781,44,Weiblich,Braunschweig,Store,Ja
R57810000,Toaster,Philips,2016-05-09,1,36.39,5781,44,Weiblich,Braunschweig,Online_Desktop,Ja
R57810000,Kabel,,2016-05-09,1,48.63,5781,44,Weiblich,Braunschweig,Online_Desktop,Ja
R57820000,Haarföhn,Philips,2016-06-16,2,237.59,5782,29,Weiblich,Goslar,Online_App,Ja
R57820000,Elektrische Zahnbürste,Philips,2016-06-16,1,47.19,5782,29,Weiblich,Goslar,Online_App,Nein
R57820000,Convertible Laptop,Apple,2016-06-16,1,854.99,5782,29,Weiblich,Goslar,Online_App,Ja
R57820000,Kabel,,2016-06-16,1,16.23,5782,29,Weiblich,Goslar,Online_App,Ja
R57830000,Toaster,Bosch,2016-08-11,1,69.39,5783,55,Weiblich,Woltershausen,Online_App,Ja
R57830000,Smart-TV,Samsung,2016-08-11,1,1147.0,5783,55,Weiblich,Woltershausen,Online_App,Nein
R57830000,Spiegelreflexkamera,Canon,2016-08-11,2,628.29,5783,55,Weiblich,Woltershausen,Online_App,Nein
R57830000,Staubsauger,Bosch,2016-08-11,1,302.59,5783,55,Weiblich,Woltershausen,Online_App,Nein
R57830000,WLAN-Router,AVM,2016-08-11,1,595.49,5783,55,Weiblich,Woltershausen,Online_App,Ja
R57830000,Kaffeemaschine,Bosch,2016-08-11,1,137.29,5783,55,Weiblich,Woltershausen,Online_App,Nein
R57830000,Bügeleisen,Tefal,2016-08-11,1,625.95,5783,55,Weiblich,Woltershausen,Online_App,Ja
R57830000,Bügeleisen,Braun,2016-08-11,1,1270.57,5783,55,Weiblich,Woltershausen,Online_App,Nein
R57840001,Toaster,Philips,2016-06-04,1,63.59,5784,27,Männlich,Hattorf am Harz,Store,Nein
R57840000,Smartphone,Samsung,2016-08-04,1,544.99,5784,27,Männlich,Hattorf am Harz,Online_Desktop,Ja
R57840000,Drucker,HP,2016-08-04,1,97.61,5784,27,Männlich,Hattorf am Harz,Online_Desktop,Ja
R57840001,WLAN-Router,TP-Link,2016-06-04,1,469.0,5784,27,Männlich,Hattorf am Harz,Store,Ja
R57840001,Mikrowelle,Siemens,2016-06-04,1,339.29,5784,27,Männlich,Hattorf am Harz,Store,Nein
R57840001,USB-Stick,Sandisk,2016-06-04,1,25.89,5784,27,Männlich,Hattorf am Harz,Store,Nein
R57850000,In-Ear Kopfhörer,JBL,2016-03-20,1,50.19,5785,31,Männlich,Vordorf,Online_App,Nein
R57850000,Bluetooth Lautsprecher,JBL,2016-03-20,1,203.39,5785,31,Männlich,Vordorf,Online_App,Ja
R57850000,Film-DVD,,2016-03-20,1,40.0,5785,31,Männlich,Vordorf,Online_App,Nein
R57850000,Digitalkamera,Panasonic,2016-03-20,1,333.99,5785,31,Männlich,Vordorf,Online_App,Nein
R57860002,Smartphone,Sony,2016-01-29,1,1424.49,5786,44,Weiblich,Marburg,Online_Desktop,Ja
R57860001,Wasserkocher,Bosch,2016-04-28,1,49.39,5786,44,Weiblich,Marburg,Store,Ja
R57860000,Convertible Laptop,Acer,2016-05-04,1,1073.0,5786,44,Weiblich,Marburg,Online_Desktop,Ja
R57860000,Spielkonsole,Microsoft,2016-05-04,1,537.99,5786,44,Weiblich,Marburg,Online_Desktop,Nein
R57870003,Wasserkocher,Braun,2016-10-30,1,35.79,5787,53,Männlich,Syke,Online_App,Ja
R57870002,Wasserkocher,Braun,2016-10-19,1,61.59,5787,53,Männlich,Syke,Store,Nein
R57870000,Bügeleisen,Philips,2016-11-29,1,215.16,5787,53,Männlich,Syke,Store,Nein
R57870001,Tablet,Microsoft,2016-06-30,1,385.99,5787,53,Männlich,Syke,Online_Desktop,Nein
R57870000,Digitalkamera,Canon,2016-11-29,1,938.99,5787,53,Männlich,Syke,Store,Nein
R57870000,Kabel,,2016-11-29,1,31.76,5787,53,Männlich,Syke,Store,Nein
R57880001,Digitalkamera,Fujifilm,2016-01-21,1,443.89,5788,54,Männlich,Bad Nenndorf,Online_Desktop,Ja
R57880000,Digitalkamera,Nikon,2016-11-27,1,632.49,5788,54,Männlich,Bad Nenndorf,Online_Desktop,Nein
R57880001,Kaffeemaschine,Melitta,2016-01-21,1,117.19,5788,54,Männlich,Bad Nenndorf,Online_Desktop,Nein
R57880000,Gaming-Laptop,Microsoft,2016-11-27,1,1645.0,5788,54,Männlich,Bad Nenndorf,Online_Desktop,Nein
R57880000,Convertible Laptop,Acer,2016-11-27,2,1078.49,5788,54,Männlich,Bad Nenndorf,Online_Desktop,Nein
R57880000,Kaffeevollautomat,Krups,2016-11-27,1,1257.59,5788,54,Männlich,Bad Nenndorf,Online_Desktop,Nein
